timestamp,user_id,asset_id,event_type,anomaly_score,off_hours,failed_logins_24h,geo_distance_km,proc_injection_flag,label
2025-09-30T10:43:33,1013,2099,file,0.154,0,1,215.8,0,1
2025-09-30T11:28:33,1016,2076,network,0.494,0,0,55.7,0,0
2025-09-30T12:13:33,1035,2002,network,0.066,0,2,104.2,0,1
2025-09-30T12:58:33,1049,2032,file,0.174,0,1,302.9,0,0
2025-09-30T13:43:33,1039,2005,process,0.581,1,1,108.3,0,0
2025-09-30T14:28:33,1003,2049,process,0.265,0,0,128.6,0,1
2025-09-30T15:13:33,1001,2009,process,0.535,0,2,43.6,0,0
2025-09-30T15:58:33,1005,2004,network,0.317,0,1,73.3,0,0
2025-09-30T16:43:33,1041,2022,login,0.525,0,2,1184.3,0,0
2025-09-30T17:28:33,1003,2009,process,0.326,0,0,140.4,0,1
2025-09-30T18:13:33,1028,2043,network,0.378,0,1,2.3,0,0
2025-09-30T18:58:33,1017,2001,network,0.374,1,0,98.9,0,0
2025-09-30T19:43:33,1025,2012,file,0.332,0,0,146.9,0,0
2025-09-30T20:28:33,1043,2039,network,0.125,1,0,174.6,0,0
2025-09-30T21:13:33,1033,2001,registry,0.249,1,1,153.2,0,0
2025-09-30T21:58:33,1009,2083,login,0.51,1,2,769.6,0,0
2025-09-30T22:43:33,1035,2064,process,0.334,0,1,207.3,0,0
2025-09-30T23:28:33,1013,2062,process,0.265,1,0,116.4,0,0
2025-10-01T00:13:33,1030,2072,process,0.507,0,0,80.6,0,0
2025-10-01T00:58:33,1047,2016,file,0.358,0,1,92.1,0,0
2025-10-01T01:43:33,1014,2008,login,0.287,1,3,926.5,0,1
2025-10-01T02:28:33,1007,2074,file,0.27,0,0,3.3,0,1
2025-10-01T03:13:33,1013,2014,process,0.637,0,1,13.1,0,1
2025-10-01T03:58:33,1022,2023,network,0.306,0,2,178.8,0,0
2025-10-01T04:43:33,1039,2037,network,0.263,0,0,58.1,0,1
2025-10-01T05:28:33,1020,2034,process,0.321,0,0,78.2,0,1
2025-10-01T06:13:33,1015,2093,process,0.237,0,1,56.0,0,0
2025-10-01T06:58:33,1044,2094,process,0.318,1,0,16.8,0,0
2025-10-01T07:43:33,1017,2048,login,0.229,1,2,776.8,0,0
2025-10-01T08:28:33,1046,2068,process,0.457,1,2,126.9,0,1
2025-10-01T09:13:33,1023,2061,login,0.127,0,3,1147.7,0,0
2025-10-01T09:58:33,1025,2059,process,0.181,0,1,48.9,0,0
2025-10-01T10:43:33,1024,2049,network,0.421,1,1,59.0,0,0
2025-10-01T11:28:33,1044,2077,network,0.339,1,0,232.1,0,1
2025-10-01T12:13:33,1040,2074,network,0.194,0,0,15.9,0,0
2025-10-01T12:58:33,1028,2008,login,0.28,0,2,983.8,0,1
2025-10-01T13:43:33,1014,2033,network,0.321,0,1,20.3,0,1
2025-10-01T14:28:33,1044,2075,login,0.405,0,1,672.2,0,0
2025-10-01T15:13:33,1000,2098,process,0.6,0,0,109.0,1,1
2025-10-01T15:58:33,1024,2034,file,0.088,1,0,100.1,0,0
2025-10-01T16:43:33,1006,2000,login,0.312,0,4,567.8,0,1
2025-10-01T17:28:33,1008,2039,network,0.471,0,0,73.2,0,1
2025-10-01T18:13:33,1023,2063,network,0.303,0,0,62.0,0,1
2025-10-01T18:58:33,1000,2021,process,0.256,0,0,79.6,1,0
2025-10-01T19:43:33,1043,2059,login,0.385,0,0,620.1,0,0
2025-10-01T20:28:33,1007,2063,login,0.298,0,0,1149.8,0,0
2025-10-01T21:13:33,1023,2092,file,0.751,0,1,103.0,0,0
2025-10-01T21:58:33,1010,2071,process,0.458,1,0,62.5,0,1
2025-10-01T22:43:33,1016,2010,login,0.071,0,4,954.1,0,0
2025-10-01T23:28:33,1007,2013,process,0.337,0,1,249.0,0,0
2025-10-02T00:13:33,1034,2059,network,0.274,0,0,150.8,0,0
2025-10-02T00:58:33,1034,2029,login,0.356,1,1,968.1,0,0
2025-10-02T01:43:33,1032,2034,process,0.376,0,2,162.8,1,0
2025-10-02T02:28:33,1004,2084,network,0.512,1,0,165.5,0,0
2025-10-02T03:13:33,1041,2036,registry,0.222,0,0,19.5,0,1
2025-10-02T03:58:33,1038,2004,login,0.686,1,2,112.1,0,0
2025-10-02T04:43:33,1040,2082,process,0.262,1,0,147.8,0,0
2025-10-02T05:28:33,1027,2077,process,0.304,0,0,161.4,0,0
2025-10-02T06:13:33,1006,2025,network,0.213,0,1,162.4,0,1
2025-10-02T06:58:33,1008,2061,process,0.246,0,0,52.7,1,0
2025-10-02T07:43:33,1007,2003,process,0.171,1,0,167.5,0,1
2025-10-02T08:28:33,1011,2088,file,0.702,0,2,235.8,0,1
2025-10-02T09:13:33,1033,2041,network,0.276,0,2,199.3,0,0
2025-10-02T09:58:33,1032,2088,process,0.531,1,0,58.6,1,0
2025-10-02T10:43:33,1047,2017,file,0.203,1,1,83.7,0,0
2025-10-02T11:28:33,1022,2039,network,0.222,0,0,96.5,0,1
2025-10-02T12:13:33,1023,2071,process,0.247,0,0,197.5,0,0
2025-10-02T12:58:33,1036,2038,login,0.203,0,1,730.5,0,0
2025-10-02T13:43:33,1034,2013,registry,0.59,0,0,26.5,0,0
2025-10-02T14:28:33,1043,2031,login,0.128,0,3,41.3,0,1
2025-10-02T15:13:33,1039,2050,login,0.109,0,4,851.3,0,1
2025-10-02T15:58:33,1021,2037,login,0.18,0,1,148.1,0,0
2025-10-02T16:43:33,1026,2096,network,0.707,1,0,98.1,0,0
2025-10-02T17:28:33,1034,2022,login,0.289,0,2,817.1,0,1
2025-10-02T18:13:33,1000,2062,login,0.434,0,3,344.4,0,1
2025-10-02T18:58:33,1034,2014,login,0.544,0,1,1308.6,0,0
2025-10-02T19:43:33,1036,2096,login,0.233,0,0,370.1,0,0
2025-10-02T20:28:33,1046,2024,network,0.212,0,0,220.5,0,1
2025-10-02T21:13:33,1013,2016,network,0.461,0,2,97.9,0,0
2025-10-02T21:58:33,1002,2096,process,0.319,1,0,32.9,0,0
2025-10-02T22:43:33,1000,2065,process,0.604,0,1,144.6,1,1
2025-10-02T23:28:33,1004,2077,network,0.207,0,1,110.1,0,0
2025-10-03T00:13:33,1025,2052,login,0.203,1,6,614.2,0,1
2025-10-03T00:58:33,1013,2050,login,0.26,0,4,2377.5,0,0
2025-10-03T01:43:33,1038,2038,registry,0.317,1,0,51.3,0,1
2025-10-03T02:28:33,1026,2050,network,0.203,0,0,14.5,0,0
2025-10-03T03:13:33,1008,2069,login,0.085,1,2,857.2,0,1
2025-10-03T03:58:33,1014,2005,process,0.558,0,0,226.9,0,0
2025-10-03T04:43:33,1014,2066,login,0.049,1,4,866.6,0,0
2025-10-03T05:28:33,1025,2006,process,0.403,1,1,8.9,0,0
2025-10-03T06:13:33,1041,2050,login,0.88,0,0,267.6,0,1
2025-10-03T06:58:33,1012,2071,login,0.42,0,2,799.8,0,0
2025-10-03T07:43:33,1031,2041,login,0.38,1,3,1314.4,0,0
2025-10-03T08:28:33,1038,2063,registry,0.442,0,1,4.1,0,0
2025-10-03T09:13:33,1048,2014,network,0.193,0,0,45.6,0,0
2025-10-03T09:58:33,1031,2028,login,0.42,0,7,167.1,0,0
2025-10-03T10:43:33,1003,2032,login,0.139,1,2,438.8,0,1
2025-10-03T11:28:33,1029,2093,network,0.3,0,0,105.7,0,0
2025-10-03T12:13:33,1036,2026,login,0.216,0,1,27.7,0,0
2025-10-03T12:58:33,1022,2035,login,0.235,0,1,774.5,0,1
2025-10-03T13:43:33,1038,2028,registry,0.212,1,0,245.4,0,1
2025-10-03T14:28:33,1044,2037,login,0.195,1,2,916.2,0,1
2025-10-03T15:13:33,1014,2056,network,0.425,1,1,76.3,0,0
2025-10-03T15:58:33,1042,2096,registry,0.283,0,0,30.4,0,0
2025-10-03T16:43:33,1028,2026,process,0.521,1,1,25.7,1,0
2025-10-03T17:28:33,1035,2054,login,0.35,0,3,219.2,0,0
2025-10-03T18:13:33,1012,2032,login,0.154,0,2,574.2,0,1
2025-10-03T18:58:33,1031,2067,file,0.097,0,0,76.9,0,0
2025-10-03T19:43:33,1006,2085,file,0.028,0,0,218.8,0,0
2025-10-03T20:28:33,1021,2065,file,0.405,1,0,56.2,0,1
2025-10-03T21:13:33,1027,2009,login,0.241,0,3,4.1,0,0
2025-10-03T21:58:33,1001,2004,file,0.411,0,0,135.3,0,1
2025-10-03T22:43:33,1041,2073,registry,0.186,1,0,102.5,0,0
2025-10-03T23:28:33,1044,2096,network,0.109,1,0,64.8,0,0
2025-10-04T00:13:33,1005,2037,registry,0.085,0,0,4.5,0,0
2025-10-04T00:58:33,1027,2012,file,0.196,0,0,239.4,0,0
2025-10-04T01:43:33,1027,2030,network,0.168,1,0,82.5,0,0
2025-10-04T02:28:33,1043,2046,network,0.251,0,0,50.6,0,0
2025-10-04T03:13:33,1043,2099,login,0.349,0,1,72.2,0,0
2025-10-04T03:58:33,1019,2087,login,0.248,0,5,1967.2,0,0
2025-10-04T04:43:33,1029,2051,network,0.233,0,0,135.8,0,0
2025-10-04T05:28:33,1010,2055,login,0.539,1,0,797.0,0,0
2025-10-04T06:13:33,1027,2014,file,0.455,0,1,49.6,0,0
2025-10-04T06:58:33,1024,2028,registry,0.51,0,0,101.9,0,0
2025-10-04T07:43:33,1038,2007,file,0.393,0,0,165.8,0,0
2025-10-04T08:28:33,1032,2004,login,0.145,0,2,317.1,0,0
2025-10-04T09:13:33,1000,2028,login,0.08,0,1,674.9,0,0
2025-10-04T09:58:33,1026,2046,login,0.255,0,2,155.5,0,0
2025-10-04T10:43:33,1012,2067,network,0.486,0,1,178.6,0,0
2025-10-04T11:28:33,1040,2075,file,0.538,0,0,227.3,0,1
2025-10-04T12:13:33,1002,2044,registry,0.477,0,0,70.0,0,0
2025-10-04T12:58:33,1038,2001,process,0.431,0,1,65.8,0,0
2025-10-04T13:43:33,1005,2026,registry,0.777,0,0,82.0,0,1
2025-10-04T14:28:33,1007,2094,file,0.156,0,1,39.4,0,1
2025-10-04T15:13:33,1026,2035,login,0.049,1,3,134.2,0,1
2025-10-04T15:58:33,1008,2035,file,0.393,0,2,154.8,0,0
2025-10-04T16:43:33,1036,2025,process,0.702,0,0,10.1,0,1
2025-10-04T17:28:33,1032,2042,login,0.427,0,5,743.2,0,1
2025-10-04T18:13:33,1041,2026,network,0.418,1,1,139.8,0,1
2025-10-04T18:58:33,1043,2068,login,0.547,0,2,302.1,0,0
2025-10-04T19:43:33,1023,2019,network,0.193,1,0,283.3,0,0
2025-10-04T20:28:33,1014,2010,network,0.028,0,2,172.0,0,1
2025-10-04T21:13:33,1031,2073,network,0.266,1,1,132.7,0,0
2025-10-04T21:58:33,1031,2037,process,0.271,1,0,147.1,1,0
2025-10-04T22:43:33,1023,2005,process,0.642,0,2,35.2,0,0
2025-10-04T23:28:33,1040,2071,network,0.548,0,1,106.2,0,0
2025-10-05T00:13:33,1048,2022,process,0.649,0,0,111.0,0,0
2025-10-05T00:58:33,1048,2046,process,0.54,0,1,4.2,0,0
2025-10-05T01:43:33,1011,2089,login,0.136,0,3,555.5,0,1
2025-10-05T02:28:33,1038,2045,network,0.231,0,1,145.2,0,0
2025-10-05T03:13:33,1001,2011,login,0.355,0,2,267.1,0,0
2025-10-05T03:58:33,1002,2089,network,0.385,0,1,111.2,0,1
2025-10-05T04:43:33,1048,2012,file,0.197,0,0,139.7,0,0
2025-10-05T05:28:33,1036,2061,process,0.399,0,0,135.0,0,0
2025-10-05T06:13:33,1048,2081,process,0.298,0,0,223.1,0,0
2025-10-05T06:58:33,1016,2088,registry,0.183,1,0,8.1,0,0
2025-10-05T07:43:33,1048,2096,file,0.216,0,0,214.3,0,0
2025-10-05T08:28:33,1001,2059,registry,0.094,1,0,97.4,0,1
2025-10-05T09:13:33,1001,2042,file,0.315,0,0,133.4,0,1
2025-10-05T09:58:33,1027,2075,login,0.163,0,4,665.0,0,1
2025-10-05T10:43:33,1022,2099,login,0.082,0,3,243.7,0,0
2025-10-05T11:28:33,1036,2067,process,0.474,0,1,13.7,0,0
2025-10-05T12:13:33,1031,2004,login,0.142,1,4,964.3,0,0
2025-10-05T12:58:33,1032,2036,process,0.131,0,2,93.9,0,0
2025-10-05T13:43:33,1000,2071,process,0.707,0,1,259.5,0,0
2025-10-05T14:28:33,1018,2091,process,0.577,1,2,88.2,0,1
2025-10-05T15:13:33,1001,2030,network,0.226,0,0,166.0,0,0
2025-10-05T15:58:33,1043,2008,network,0.047,1,0,118.2,0,0
2025-10-05T16:43:33,1025,2050,process,0.571,1,1,53.7,1,0
2025-10-05T17:28:33,1031,2028,file,0.087,0,0,4.1,0,0
2025-10-05T18:13:33,1005,2077,process,0.49,0,0,23.0,0,1
2025-10-05T18:58:33,1031,2039,file,0.196,0,0,127.9,0,1
2025-10-05T19:43:33,1003,2040,login,0.018,0,7,1423.1,0,0
2025-10-05T20:28:33,1010,2085,registry,0.587,0,0,105.8,0,0
2025-10-05T21:13:33,1016,2010,network,0.051,1,0,38.2,0,1
2025-10-05T21:58:33,1037,2022,process,0.175,1,0,91.3,0,1
2025-10-05T22:43:33,1023,2000,login,0.281,0,1,234.3,0,1
2025-10-05T23:28:33,1004,2045,process,0.491,0,0,18.1,0,0
2025-10-06T00:13:33,1033,2020,login,0.052,0,7,112.3,0,0
2025-10-06T00:58:33,1005,2089,login,0.311,0,6,838.4,0,0
2025-10-06T01:43:33,1021,2035,network,0.11,1,0,196.4,0,0
2025-10-06T02:28:33,1010,2053,process,0.244,0,2,86.5,0,1
2025-10-06T03:13:33,1047,2086,network,0.122,0,0,46.7,0,0
2025-10-06T03:58:33,1015,2056,registry,0.56,0,3,113.2,0,0
2025-10-06T04:43:33,1032,2000,process,0.762,1,0,248.6,0,0
2025-10-06T05:28:33,1008,2062,network,0.043,0,0,10.7,0,1
2025-10-06T06:13:33,1005,2053,login,0.241,1,2,73.7,0,0
2025-10-06T06:58:33,1015,2054,network,0.394,0,0,122.3,0,0
2025-10-06T07:43:33,1028,2039,process,0.186,1,0,66.5,1,1
2025-10-06T08:28:33,1002,2014,registry,0.208,0,0,27.9,0,0
2025-10-06T09:13:33,1019,2020,file,0.448,0,1,93.8,0,0
2025-10-06T09:58:33,1035,2046,process,0.278,1,1,136.2,0,0
2025-10-06T10:43:33,1018,2072,login,0.357,0,2,1198.9,0,1
2025-10-06T11:28:33,1025,2052,file,0.108,0,1,80.2,0,0
2025-10-06T12:13:33,1002,2008,file,0.368,0,0,181.7,0,0
2025-10-06T12:58:33,1018,2073,login,0.113,1,4,1198.3,0,1
2025-10-06T13:43:33,1019,2051,login,0.317,1,0,1325.3,0,1
2025-10-06T14:28:33,1031,2056,file,0.24,0,2,121.4,0,0
2025-10-06T15:13:33,1006,2025,login,0.385,0,2,129.3,0,0
2025-10-06T15:58:33,1040,2040,registry,0.298,1,0,111.6,0,0
2025-10-06T16:43:33,1032,2034,process,0.346,0,0,19.7,0,0
2025-10-06T17:28:33,1039,2062,login,0.072,1,1,966.5,0,1
2025-10-06T18:13:33,1038,2024,file,0.253,0,0,92.5,0,1
2025-10-06T18:58:33,1017,2089,process,0.462,1,1,4.2,0,0
2025-10-06T19:43:33,1039,2074,process,0.392,1,1,111.4,0,0
2025-10-06T20:28:33,1000,2037,login,0.342,1,2,1074.8,0,0
2025-10-06T21:13:33,1010,2001,login,0.127,0,3,2642.8,0,0
2025-10-06T21:58:33,1027,2006,network,0.324,0,0,5.7,0,0
2025-10-06T22:43:33,1024,2081,process,0.597,0,0,82.3,0,0
2025-10-06T23:28:33,1049,2090,network,0.134,0,0,58.4,0,0
2025-10-07T00:13:33,1022,2033,file,0.267,0,0,260.1,0,0
2025-10-07T00:58:33,1030,2090,network,0.214,0,0,56.9,0,0
2025-10-07T01:43:33,1029,2016,login,0.103,1,3,1137.6,0,0
2025-10-07T02:28:33,1041,2042,process,0.292,0,0,138.5,0,0
2025-10-07T03:13:33,1034,2058,registry,0.168,0,0,255.0,0,1
2025-10-07T03:58:33,1006,2050,file,0.087,0,1,9.2,0,0
2025-10-07T04:43:33,1015,2053,network,0.636,0,0,20.4,0,0
2025-10-07T05:28:33,1025,2023,login,0.408,0,3,696.8,0,0
2025-10-07T06:13:33,1047,2024,login,0.3,0,3,653.3,0,0
2025-10-07T06:58:33,1048,2070,network,0.469,1,0,26.3,0,0
2025-10-07T07:43:33,1001,2051,file,0.2,0,0,164.4,0,0
2025-10-07T08:28:33,1000,2069,network,0.401,0,1,46.6,0,0
2025-10-07T09:13:33,1047,2087,file,0.511,0,1,85.6,0,1
2025-10-07T09:58:33,1011,2032,file,0.332,1,0,6.0,0,1
2025-10-07T10:43:33,1004,2048,login,0.197,0,5,496.9,0,0
2025-10-07T11:28:33,1036,2028,process,0.275,1,0,173.5,0,1
2025-10-07T12:13:33,1031,2062,login,0.294,0,4,1472.1,0,0
2025-10-07T12:58:33,1008,2021,login,0.122,1,3,1493.9,0,0
2025-10-07T13:43:33,1040,2025,file,0.559,0,0,40.8,0,0
2025-10-07T14:28:33,1034,2027,process,0.592,0,3,174.7,0,0
2025-10-07T15:13:33,1018,2084,process,0.345,0,1,5.5,0,0
2025-10-07T15:58:33,1047,2048,login,0.121,0,0,1112.3,0,0
2025-10-07T16:43:33,1015,2070,login,0.249,0,2,976.4,0,1
2025-10-07T17:28:33,1002,2080,login,0.236,1,1,65.1,0,0
2025-10-07T18:13:33,1019,2083,login,0.282,0,3,560.7,0,0
2025-10-07T18:58:33,1023,2048,network,0.527,1,2,26.0,0,0
2025-10-07T19:43:33,1032,2019,login,0.124,1,3,1965.3,0,0
2025-10-07T20:28:33,1023,2085,network,0.324,0,1,276.4,0,0
2025-10-07T21:13:33,1010,2091,login,0.514,1,4,822.1,0,1
2025-10-07T21:58:33,1048,2062,login,0.426,0,1,136.5,0,0
2025-10-07T22:43:33,1007,2060,login,0.29,0,1,362.3,0,1
2025-10-07T23:28:33,1035,2048,network,0.515,1,0,192.8,0,0
2025-10-08T00:13:33,1037,2070,network,0.254,0,2,137.3,0,1
2025-10-08T00:58:33,1039,2000,process,0.445,0,0,216.1,0,1
2025-10-08T01:43:33,1019,2095,process,0.515,0,1,175.6,1,1
2025-10-08T02:28:33,1034,2012,network,0.132,0,2,5.8,0,1
2025-10-08T03:13:33,1047,2093,login,0.269,1,2,496.1,0,0
2025-10-08T03:58:33,1024,2086,login,0.158,0,1,1335.3,0,0
2025-10-08T04:43:33,1034,2050,file,0.401,0,1,81.4,0,0
2025-10-08T05:28:33,1024,2055,network,0.31,0,0,118.1,0,0
2025-10-08T06:13:33,1028,2082,login,0.18,0,2,117.3,0,1
2025-10-08T06:58:33,1017,2061,registry,0.028,0,0,13.9,0,0
2025-10-08T07:43:33,1045,2031,file,0.194,0,0,63.7,0,0
2025-10-08T08:28:33,1017,2029,login,0.31,0,3,115.9,0,0
2025-10-08T09:13:33,1001,2028,network,0.228,0,2,341.6,0,1
2025-10-08T09:58:33,1034,2048,network,0.24,1,0,0.1,0,1
2025-10-08T10:43:33,1015,2044,process,0.166,0,1,72.6,0,0
2025-10-08T11:28:33,1040,2092,process,0.242,1,1,13.7,0,0
2025-10-08T12:13:33,1035,2029,login,0.329,1,1,580.8,0,0
2025-10-08T12:58:33,1032,2015,network,0.193,1,1,147.6,0,0
2025-10-08T13:43:33,1003,2039,process,0.378,1,1,29.2,0,0
2025-10-08T14:28:33,1032,2018,file,0.174,0,0,154.6,0,0
2025-10-08T15:13:33,1013,2017,network,0.299,0,1,152.9,0,0
2025-10-08T15:58:33,1020,2000,login,0.271,0,4,28.0,0,0
2025-10-08T16:43:33,1047,2077,network,0.294,0,0,15.8,0,0
2025-10-08T17:28:33,1019,2046,login,0.516,1,4,530.3,0,1
2025-10-08T18:13:33,1007,2065,network,0.473,0,1,81.1,0,1
2025-10-08T18:58:33,1006,2091,network,0.176,1,0,19.6,0,0
2025-10-08T19:43:33,1002,2093,login,0.268,0,2,1229.8,0,1
2025-10-08T20:28:33,1016,2037,process,0.277,1,0,74.9,1,0
2025-10-08T21:13:33,1032,2050,login,0.198,0,2,278.3,0,0
2025-10-08T21:58:33,1047,2062,login,0.124,0,2,544.3,0,0
2025-10-08T22:43:33,1011,2003,process,0.413,0,1,88.1,0,1
2025-10-08T23:28:33,1021,2000,process,0.208,1,0,165.2,0,0
2025-10-09T00:13:33,1021,2007,registry,0.214,0,1,67.9,0,0
2025-10-09T00:58:33,1045,2028,process,0.198,1,0,65.0,0,0
2025-10-09T01:43:33,1029,2054,login,0.215,1,4,182.0,0,1
2025-10-09T02:28:33,1037,2002,network,0.439,1,0,132.5,0,1
2025-10-09T03:13:33,1037,2031,login,0.171,0,3,715.7,0,0
2025-10-09T03:58:33,1044,2009,registry,0.206,1,0,41.6,0,1
2025-10-09T04:43:33,1007,2073,network,0.047,1,1,32.8,0,0
2025-10-09T05:28:33,1026,2082,file,0.219,0,1,109.7,0,1
2025-10-09T06:13:33,1026,2033,login,0.292,0,5,119.1,0,1
2025-10-09T06:58:33,1033,2096,process,0.409,0,0,15.4,1,0
2025-10-09T07:43:33,1020,2086,process,0.519,0,1,87.1,0,1
2025-10-09T08:28:33,1029,2054,file,0.175,0,1,33.3,0,0
2025-10-09T09:13:33,1032,2091,login,0.238,1,7,554.7,0,1
2025-10-09T09:58:33,1027,2031,login,0.462,0,2,310.6,0,1
2025-10-09T10:43:33,1046,2049,registry,0.226,0,0,98.6,0,0
2025-10-09T11:28:33,1032,2006,process,0.135,1,0,42.8,0,0
2025-10-09T12:13:33,1004,2092,process,0.378,0,1,160.6,0,0
2025-10-09T12:58:33,1047,2007,login,0.285,1,5,31.3,0,1
2025-10-09T13:43:33,1018,2064,registry,0.226,0,0,176.0,0,1
2025-10-09T14:28:33,1003,2056,login,0.084,0,4,119.2,0,0
2025-10-09T15:13:33,1034,2066,network,0.225,0,1,220.1,0,0
2025-10-09T15:58:33,1048,2087,file,0.269,0,3,51.2,0,0
2025-10-09T16:43:33,1016,2086,login,0.21,0,4,741.6,0,0
2025-10-09T17:28:33,1043,2058,network,0.128,1,3,156.0,0,0
2025-10-09T18:13:33,1027,2071,login,0.53,0,7,363.8,0,0
2025-10-09T18:58:33,1029,2053,login,0.092,1,3,409.5,0,0
2025-10-09T19:43:33,1028,2066,file,0.412,0,1,31.3,0,0
2025-10-09T20:28:33,1045,2050,file,0.299,0,1,174.1,0,0
2025-10-09T21:13:33,1005,2096,network,0.196,0,0,114.0,0,1
2025-10-09T21:58:33,1034,2091,process,0.323,0,1,163.6,0,0
2025-10-09T22:43:33,1040,2007,login,0.242,1,3,274.4,0,0
2025-10-09T23:28:33,1036,2033,login,0.164,1,4,629.3,0,0
2025-10-10T00:13:33,1023,2034,login,0.244,1,1,438.9,0,0
2025-10-10T00:58:33,1028,2095,login,0.451,0,1,474.2,0,0
2025-10-10T01:43:33,1048,2087,login,0.124,0,2,685.8,0,0
2025-10-10T02:28:33,1045,2077,process,0.326,0,0,79.1,1,0
2025-10-10T03:13:33,1030,2031,login,0.337,1,1,556.6,0,1
2025-10-10T03:58:33,1034,2045,login,0.606,0,2,332.7,0,0
2025-10-10T04:43:33,1032,2015,process,0.236,0,1,40.6,0,0
2025-10-10T05:28:33,1020,2067,file,0.219,0,0,82.0,0,0
